model,harness,model_harness,eval_name,round,trial_index,model_name_result,harness_result,passed,score,duration_s,timed_out,oom_detected,oom_restarts,n_turns,total_cost,total_tokens,result_path,source_result_json_path,source_prefix,eval_type,kit,assay_type,metadata_kit,task_family,time_horizon,grader_type,data_node_count,task_chars,has_failure_modes,failure_mode_count,instance_id
anthropic/claude-opus-4-6,pi,anthropic_claude-opus-4-6_pi,zebrafish_014f_h2az_downsampled_comparison,r2,2,anthropic/claude-opus-4-6,pi,False,0.75,478.14,False,False,0,22.0,0.37188375,235626.0,.scratch/epi_outputs_updated/results/anthropic_claude-opus-4-6_pi/zebrafish_014f_h2az_downsampled_comparison__r2.json,latch://41999.account/epibench_runs/20260605_142959_non_model_failure_rerun/anthropic_claude-opus-4-6_pi_non_model_failure_rerun_2026_06_05_21_31_e570/anthropic_claude-opus-4-6_pi_zebrafish_014f_h2az_downsampled_comparison_r2/result.json,zebrafish,scientific,cuttag_cutrun,cuttag_cutrun,hts,qc,small,numeric_tolerance,22,2934,False,0,zebrafish_014f_h2az_downsampled_comparison__r2
anthropic/claude-opus-4-6,pi,anthropic_claude-opus-4-6_pi,zebrafish_014f_h2az_downsampled_comparison,r3,3,anthropic/claude-opus-4-6,pi,False,0.875,508.14,False,False,0,22.0,0.3352974999999999,198226.0,.scratch/epi_outputs_updated/results/anthropic_claude-opus-4-6_pi/zebrafish_014f_h2az_downsampled_comparison__r3.json,latch://41999.account/epibench_runs/20260604_153920/anthropic_claude-opus-4-6_pi_2026_06_04_22_41_61ef/anthropic_claude-opus-4-6_pi_zebrafish_014f_h2az_downsampled_comparison_r3/result.json,zebrafish,scientific,cuttag_cutrun,cuttag_cutrun,hts,qc,small,numeric_tolerance,22,2934,False,0,zebrafish_014f_h2az_downsampled_comparison__r3
anthropic/claude-opus-4-6,pi,anthropic_claude-opus-4-6_pi,zebrafish_014g_h2az_bivalent_promoters,r1,1,anthropic/claude-opus-4-6,pi,True,1.0,124.02,False,False,0,15.0,0.30321475000000003,102428.0,.scratch/epi_outputs_updated/results/anthropic_claude-opus-4-6_pi/zebrafish_014g_h2az_bivalent_promoters__r1.json,latch://41999.account/epibench_runs/20260604_153920/anthropic_claude-opus-4-6_pi_2026_06_04_22_41_61ef/anthropic_claude-opus-4-6_pi_zebrafish_014g_h2az_bivalent_promoters_r1/result.json,zebrafish,scientific,cuttag_cutrun,cuttag_cutrun,hts,differential_expression,small,numeric_tolerance,22,3358,False,0,zebrafish_014g_h2az_bivalent_promoters__r1
anthropic/claude-opus-4-6,pi,anthropic_claude-opus-4-6_pi,zebrafish_014g_h2az_bivalent_promoters,r2,2,anthropic/claude-opus-4-6,pi,True,1.0,134.03,False,False,0,14.0,0.259682,87911.0,.scratch/epi_outputs_updated/results/anthropic_claude-opus-4-6_pi/zebrafish_014g_h2az_bivalent_promoters__r2.json,latch://41999.account/epibench_runs/20260604_153920/anthropic_claude-opus-4-6_pi_2026_06_04_22_41_61ef/anthropic_claude-opus-4-6_pi_zebrafish_014g_h2az_bivalent_promoters_r2/result.json,zebrafish,scientific,cuttag_cutrun,cuttag_cutrun,hts,differential_expression,small,numeric_tolerance,22,3358,False,0,zebrafish_014g_h2az_bivalent_promoters__r2
anthropic/claude-opus-4-6,pi,anthropic_claude-opus-4-6_pi,zebrafish_014g_h2az_bivalent_promoters,r3,3,anthropic/claude-opus-4-6,pi,True,1.0,78.01,False,False,0,12.0,0.22565099999999996,68388.0,.scratch/epi_outputs_updated/results/anthropic_claude-opus-4-6_pi/zebrafish_014g_h2az_bivalent_promoters__r3.json,latch://41999.account/epibench_runs/20260605_093101_third_missing/anthropic_claude-opus-4-6_pi_third_missing_2026_06_05_16_31_8ed6/anthropic_claude-opus-4-6_pi_zebrafish_014g_h2az_bivalent_promoters_r3/result.json,zebrafish,scientific,cuttag_cutrun,cuttag_cutrun,hts,differential_expression,small,numeric_tolerance,22,3358,False,0,zebrafish_014g_h2az_bivalent_promoters__r3
anthropic/claude-opus-4-6,pi,anthropic_claude-opus-4-6_pi,zebrafish_014h_h2az_peak_mode_comparison,r1,1,anthropic/claude-opus-4-6,pi,False,0.16666666666666666,586.18,False,False,0,29.0,0.4211015,291769.0,.scratch/epi_outputs_updated/results/anthropic_claude-opus-4-6_pi/zebrafish_014h_h2az_peak_mode_comparison__r1.json,latch://41999.account/epibench_runs/20260604_153920/anthropic_claude-opus-4-6_pi_2026_06_04_22_41_61ef/anthropic_claude-opus-4-6_pi_zebrafish_014h_h2az_peak_mode_comparison_r1/result.json,zebrafish,scientific,cuttag_cutrun,cuttag_cutrun,hts,qc,small,numeric_tolerance,22,3683,False,0,zebrafish_014h_h2az_peak_mode_comparison__r1
anthropic/claude-opus-4-6,pi,anthropic_claude-opus-4-6_pi,zebrafish_014h_h2az_peak_mode_comparison,r2,2,anthropic/claude-opus-4-6,pi,False,0.5,620.2,False,False,0,30.0,0.5195425000000001,273497.0,.scratch/epi_outputs_updated/results/anthropic_claude-opus-4-6_pi/zebrafish_014h_h2az_peak_mode_comparison__r2.json,latch://41999.account/epibench_runs/20260605_142959_non_model_failure_rerun/anthropic_claude-opus-4-6_pi_non_model_failure_rerun_2026_06_05_21_31_e570/anthropic_claude-opus-4-6_pi_zebrafish_014h_h2az_peak_mode_comparison_r2/result.json,zebrafish,scientific,cuttag_cutrun,cuttag_cutrun,hts,qc,small,numeric_tolerance,22,3683,False,0,zebrafish_014h_h2az_peak_mode_comparison__r2
anthropic/claude-opus-4-6,pi,anthropic_claude-opus-4-6_pi,zebrafish_014h_h2az_peak_mode_comparison,r3,3,anthropic/claude-opus-4-6,pi,False,0.16666666666666666,742.31,False,False,0,35.0,0.5042255,353364.0,.scratch/epi_outputs_updated/results/anthropic_claude-opus-4-6_pi/zebrafish_014h_h2az_peak_mode_comparison__r3.json,latch://41999.account/epibench_runs/20260604_153920/anthropic_claude-opus-4-6_pi_2026_06_04_22_41_61ef/anthropic_claude-opus-4-6_pi_zebrafish_014h_h2az_peak_mode_comparison_r3/result.json,zebrafish,scientific,cuttag_cutrun,cuttag_cutrun,hts,qc,small,numeric_tolerance,22,3683,False,0,zebrafish_014h_h2az_peak_mode_comparison__r3
anthropic/claude-opus-4-6,pi,anthropic_claude-opus-4-6_pi,zebrafish_014i_h2az_developmental_dynamics,r1,1,anthropic/claude-opus-4-6,pi,False,0.5,410.21,False,False,0,25.0,0.553911,245036.0,.scratch/epi_outputs_updated/results/anthropic_claude-opus-4-6_pi/zebrafish_014i_h2az_developmental_dynamics__r1.json,latch://41999.account/epibench_runs/20260604_153920/anthropic_claude-opus-4-6_pi_2026_06_04_22_41_61ef/anthropic_claude-opus-4-6_pi_zebrafish_014i_h2az_developmental_dynamics_r1/result.json,zebrafish,scientific,cuttag_cutrun,cuttag_cutrun,hts,differential_expression,small,numeric_tolerance,22,2955,False,0,zebrafish_014i_h2az_developmental_dynamics__r1
anthropic/claude-opus-4-6,pi,anthropic_claude-opus-4-6_pi,zebrafish_014i_h2az_developmental_dynamics,r2,2,anthropic/claude-opus-4-6,pi,True,1.0,201.03,False,False,0,18.0,0.3217710000000001,131875.0,.scratch/epi_outputs_updated/results/anthropic_claude-opus-4-6_pi/zebrafish_014i_h2az_developmental_dynamics__r2.json,latch://41999.account/epibench_runs/20260604_153920/anthropic_claude-opus-4-6_pi_2026_06_04_22_41_61ef/anthropic_claude-opus-4-6_pi_zebrafish_014i_h2az_developmental_dynamics_r2/result.json,zebrafish,scientific,cuttag_cutrun,cuttag_cutrun,hts,differential_expression,small,numeric_tolerance,22,2955,False,0,zebrafish_014i_h2az_developmental_dynamics__r2
anthropic/claude-opus-4-6,pi,anthropic_claude-opus-4-6_pi,zebrafish_014i_h2az_developmental_dynamics,r3,3,anthropic/claude-opus-4-6,pi,False,0.5,303.05,False,False,0,17.0,0.37833425,136665.0,.scratch/epi_outputs_updated/results/anthropic_claude-opus-4-6_pi/zebrafish_014i_h2az_developmental_dynamics__r3.json,latch://41999.account/epibench_runs/20260604_153920/anthropic_claude-opus-4-6_pi_2026_06_04_22_41_61ef/anthropic_claude-opus-4-6_pi_zebrafish_014i_h2az_developmental_dynamics_r3/result.json,zebrafish,scientific,cuttag_cutrun,cuttag_cutrun,hts,differential_expression,small,numeric_tolerance,22,2955,False,0,zebrafish_014i_h2az_developmental_dynamics__r3
anthropic/claude-opus-4-6,pi,anthropic_claude-opus-4-6_pi,zebrafish_015a_k27me3_polycomb_landscape,r1,1,anthropic/claude-opus-4-6,pi,True,1.0,109.02,False,False,0,10.0,0.228353,61128.0,.scratch/epi_outputs_updated/results/anthropic_claude-opus-4-6_pi/zebrafish_015a_k27me3_polycomb_landscape__r1.json,latch://41999.account/epibench_runs/20260604_153920/anthropic_claude-opus-4-6_pi_2026_06_04_22_41_61ef/anthropic_claude-opus-4-6_pi_zebrafish_015a_k27me3_polycomb_landscape_r1/result.json,zebrafish,scientific,cuttag_cutrun,cuttag_cutrun,hts,qc,small,numeric_tolerance,22,4243,False,0,zebrafish_015a_k27me3_polycomb_landscape__r1
anthropic/claude-opus-4-6,pi,anthropic_claude-opus-4-6_pi,zebrafish_015a_k27me3_polycomb_landscape,r2,2,anthropic/claude-opus-4-6,pi,True,1.0,198.03,False,False,0,18.0,0.28374574999999996,130344.0,.scratch/epi_outputs_updated/results/anthropic_claude-opus-4-6_pi/zebrafish_015a_k27me3_polycomb_landscape__r2.json,latch://41999.account/epibench_runs/20260605_142959_non_model_failure_rerun/anthropic_claude-opus-4-6_pi_non_model_failure_rerun_2026_06_05_21_31_e570/anthropic_claude-opus-4-6_pi_zebrafish_015a_k27me3_polycomb_landscape_r2/result.json,zebrafish,scientific,cuttag_cutrun,cuttag_cutrun,hts,qc,small,numeric_tolerance,22,4243,False,0,zebrafish_015a_k27me3_polycomb_landscape__r2
anthropic/claude-opus-4-6,pi,anthropic_claude-opus-4-6_pi,zebrafish_015a_k27me3_polycomb_landscape,r3,3,anthropic/claude-opus-4-6,pi,True,1.0,226.03,False,False,0,25.0,0.35222375000000006,199057.0,.scratch/epi_outputs_updated/results/anthropic_claude-opus-4-6_pi/zebrafish_015a_k27me3_polycomb_landscape__r3.json,latch://41999.account/epibench_runs/20260604_153920/anthropic_claude-opus-4-6_pi_2026_06_04_22_41_61ef/anthropic_claude-opus-4-6_pi_zebrafish_015a_k27me3_polycomb_landscape_r3/result.json,zebrafish,scientific,cuttag_cutrun,cuttag_cutrun,hts,qc,small,numeric_tolerance,22,4243,False,0,zebrafish_015a_k27me3_polycomb_landscape__r3
anthropic/claude-opus-4-6,pi,anthropic_claude-opus-4-6_pi,zebrafish_016a_cross_species_bivalent_conservation,r1,1,anthropic/claude-opus-4-6,pi,False,0.8333333333333334,318.07,False,False,0,19.0,0.64328025,204206.0,.scratch/epi_outputs_updated/results/anthropic_claude-opus-4-6_pi/zebrafish_016a_cross_species_bivalent_conservation__r1.json,latch://41999.account/epibench_runs/20260605_142959_non_model_failure_rerun/anthropic_claude-opus-4-6_pi_non_model_failure_rerun_2026_06_05_21_31_e570/anthropic_claude-opus-4-6_pi_zebrafish_016a_cross_species_bivalent_conservation_r1/result.json,zebrafish,scientific,cuttag_cutrun,cuttag_cutrun,hts,differential_expression,small,numeric_tolerance,22,3870,False,0,zebrafish_016a_cross_species_bivalent_conservation__r1
anthropic/claude-opus-4-6,pi,anthropic_claude-opus-4-6_pi,zebrafish_016a_cross_species_bivalent_conservation,r2,2,anthropic/claude-opus-4-6,pi,False,0.8333333333333334,239.14,False,False,0,14.0,0.34334050000000005,109700.0,.scratch/epi_outputs_updated/results/anthropic_claude-opus-4-6_pi/zebrafish_016a_cross_species_bivalent_conservation__r2.json,latch://41999.account/epibench_runs/20260604_153920/anthropic_claude-opus-4-6_pi_2026_06_04_22_41_61ef/anthropic_claude-opus-4-6_pi_zebrafish_016a_cross_species_bivalent_conservation_r2/result.json,zebrafish,scientific,cuttag_cutrun,cuttag_cutrun,hts,differential_expression,small,numeric_tolerance,22,3870,False,0,zebrafish_016a_cross_species_bivalent_conservation__r2
anthropic/claude-opus-4-6,pi,anthropic_claude-opus-4-6_pi,zebrafish_016a_cross_species_bivalent_conservation,r3,3,anthropic/claude-opus-4-6,pi,False,0.6666666666666666,217.03,False,False,0,14.0,0.46684975000000006,146258.0,.scratch/epi_outputs_updated/results/anthropic_claude-opus-4-6_pi/zebrafish_016a_cross_species_bivalent_conservation__r3.json,latch://41999.account/epibench_runs/20260604_153920/anthropic_claude-opus-4-6_pi_2026_06_04_22_41_61ef/anthropic_claude-opus-4-6_pi_zebrafish_016a_cross_species_bivalent_conservation_r3/result.json,zebrafish,scientific,cuttag_cutrun,cuttag_cutrun,hts,differential_expression,small,numeric_tolerance,22,3870,False,0,zebrafish_016a_cross_species_bivalent_conservation__r3
anthropic/claude-opus-4-6,pi,anthropic_claude-opus-4-6_pi,atac_10c,r1,1,anthropic/claude-opus-4-6,pi,True,1.0,92.02,False,False,0,7.0,0.5194477500000001,222961.0,.scratch/epi_outputs_updated/results/anthropic_claude-opus-4-6_pi/atac_10c__r1.json,latch://41999.account/epibench_runs/20260604_153920/anthropic_claude-opus-4-6_pi_2026_06_04_22_41_61ef/anthropic_claude-opus-4-6_pi_atac_10c_r1/result.json,atac,scientific,atacseq,atacseq,atacseq,differential_expression,small,numeric_tolerance,1,4012,True,5,atac_10c__r1
anthropic/claude-opus-4-6,pi,anthropic_claude-opus-4-6_pi,atac_10c,r2,2,anthropic/claude-opus-4-6,pi,True,1.0,133.07,False,False,0,9.0,0.6401224999999999,321274.0,.scratch/epi_outputs_updated/results/anthropic_claude-opus-4-6_pi/atac_10c__r2.json,latch://41999.account/epibench_runs/20260605_142959_non_model_failure_rerun/anthropic_claude-opus-4-6_pi_non_model_failure_rerun_2026_06_05_21_31_e570/anthropic_claude-opus-4-6_pi_atac_10c_r2/result.json,atac,scientific,atacseq,atacseq,atacseq,differential_expression,small,numeric_tolerance,1,4012,True,5,atac_10c__r2
anthropic/claude-opus-4-6,pi,anthropic_claude-opus-4-6_pi,atac_10c,r3,3,anthropic/claude-opus-4-6,pi,True,1.0,114.04,False,False,0,8.0,0.6118107500000001,276766.0,.scratch/epi_outputs_updated/results/anthropic_claude-opus-4-6_pi/atac_10c__r3.json,latch://41999.account/epibench_runs/20260604_153920/anthropic_claude-opus-4-6_pi_2026_06_04_22_41_61ef/anthropic_claude-opus-4-6_pi_atac_10c_r3/result.json,atac,scientific,atacseq,atacseq,atacseq,differential_expression,small,numeric_tolerance,1,4012,True,5,atac_10c__r3
anthropic/claude-opus-4-6,pi,anthropic_claude-opus-4-6_pi,atac_1a,r1,1,anthropic/claude-opus-4-6,pi,True,1.0,1809.38,False,False,0,37.0,0.86419375,663778.0,.scratch/epi_outputs_updated/results/anthropic_claude-opus-4-6_pi/atac_1a__r1.json,latch://41999.account/epibench_runs/20260604_153920/anthropic_claude-opus-4-6_pi_2026_06_04_22_41_61ef/anthropic_claude-opus-4-6_pi_atac_1a_r1/result.json,atac,scientific,atacseq,atacseq,atacseq,qc,small,numeric_tolerance,48,3896,False,0,atac_1a__r1
anthropic/claude-opus-4-6,pi,anthropic_claude-opus-4-6_pi,atac_1a,r2,2,anthropic/claude-opus-4-6,pi,False,0.25,2621.68,False,False,0,45.0,1.4459787500000003,848408.0,.scratch/epi_outputs_updated/results/anthropic_claude-opus-4-6_pi/atac_1a__r2.json,latch://41999.account/epibench_runs/20260604_153920/anthropic_claude-opus-4-6_pi_2026_06_04_22_41_61ef/anthropic_claude-opus-4-6_pi_atac_1a_r2/result.json,atac,scientific,atacseq,atacseq,atacseq,qc,small,numeric_tolerance,48,3896,False,0,atac_1a__r2
anthropic/claude-opus-4-6,pi,anthropic_claude-opus-4-6_pi,atac_1a,r3,3,anthropic/claude-opus-4-6,pi,True,1.0,3898.58,False,False,0,24.0,0.8734785,393031.0,.scratch/epi_outputs_updated/results/anthropic_claude-opus-4-6_pi/atac_1a__r3.json,latch://41999.account/epibench_runs/20260604_153920/anthropic_claude-opus-4-6_pi_2026_06_04_22_41_61ef/anthropic_claude-opus-4-6_pi_atac_1a_r3/result.json,atac,scientific,atacseq,atacseq,atacseq,qc,small,numeric_tolerance,48,3896,False,0,atac_1a__r3
anthropic/claude-opus-4-6,pi,anthropic_claude-opus-4-6_pi,atac_2c,r1,1,anthropic/claude-opus-4-6,pi,False,0.75,6353.04,False,False,0,23.0,1.1710807499999998,463819.0,.scratch/epi_outputs_updated/results/anthropic_claude-opus-4-6_pi/atac_2c__r1.json,latch://41999.account/epibench_runs/20260604_153920/anthropic_claude-opus-4-6_pi_2026_06_04_22_41_61ef/anthropic_claude-opus-4-6_pi_atac_2c_r1/result.json,atac,procedural,atacseq,atacseq,atacseq,qc,small,numeric_tolerance,48,4524,False,0,atac_2c__r1
anthropic/claude-opus-4-6,pi,anthropic_claude-opus-4-6_pi,atac_2c,r2,2,anthropic/claude-opus-4-6,pi,False,0.875,3775.21,False,False,0,19.0,0.8445792500000001,309757.0,.scratch/epi_outputs_updated/results/anthropic_claude-opus-4-6_pi/atac_2c__r2.json,latch://41999.account/epibench_runs/20260605_093101_third_missing/anthropic_claude-opus-4-6_pi_third_missing_2026_06_05_16_31_8ed6/anthropic_claude-opus-4-6_pi_atac_2c_r2/result.json,atac,procedural,atacseq,atacseq,atacseq,qc,small,numeric_tolerance,48,4524,False,0,atac_2c__r2
anthropic/claude-opus-4-6,pi,anthropic_claude-opus-4-6_pi,atac_2c,r3,3,anthropic/claude-opus-4-6,pi,False,0.875,3441.73,False,False,0,24.0,1.0364107500000002,446805.0,.scratch/epi_outputs_updated/results/anthropic_claude-opus-4-6_pi/atac_2c__r3.json,latch://41999.account/epibench_runs/20260605_093101_third_missing/anthropic_claude-opus-4-6_pi_third_missing_2026_06_05_16_31_8ed6/anthropic_claude-opus-4-6_pi_atac_2c_r3/result.json,atac,procedural,atacseq,atacseq,atacseq,qc,small,numeric_tolerance,48,4524,False,0,atac_2c__r3
anthropic/claude-opus-4-6,pi,anthropic_claude-opus-4-6_pi,atac_4a,r1,1,anthropic/claude-opus-4-6,pi,False,0.36363636363636365,2479.01,False,False,0,30.0,0.6922087500000002,399309.0,.scratch/epi_outputs_updated/results/anthropic_claude-opus-4-6_pi/atac_4a__r1.json,latch://41999.account/epibench_runs/20260604_153920/anthropic_claude-opus-4-6_pi_2026_06_04_22_41_61ef/anthropic_claude-opus-4-6_pi_atac_4a_r1/result.json,atac,scientific,atacseq,atacseq,atacseq,differential_expression,small,numeric_tolerance,49,5103,True,4,atac_4a__r1
anthropic/claude-opus-4-6,pi,anthropic_claude-opus-4-6_pi,atac_4a,r2,2,anthropic/claude-opus-4-6,pi,False,0.36363636363636365,1771.54,False,False,0,26.0,0.6633917500000001,342570.0,.scratch/epi_outputs_updated/results/anthropic_claude-opus-4-6_pi/atac_4a__r2.json,latch://41999.account/epibench_runs/20260604_153920/anthropic_claude-opus-4-6_pi_2026_06_04_22_41_61ef/anthropic_claude-opus-4-6_pi_atac_4a_r2/result.json,atac,scientific,atacseq,atacseq,atacseq,differential_expression,small,numeric_tolerance,49,5103,True,4,atac_4a__r2
anthropic/claude-opus-4-6,pi,anthropic_claude-opus-4-6_pi,atac_4a,r3,3,anthropic/claude-opus-4-6,pi,False,0.36363636363636365,1687.5,False,False,0,29.0,0.69351975,406403.0,.scratch/epi_outputs_updated/results/anthropic_claude-opus-4-6_pi/atac_4a__r3.json,latch://41999.account/epibench_runs/20260604_153920/anthropic_claude-opus-4-6_pi_2026_06_04_22_41_61ef/anthropic_claude-opus-4-6_pi_atac_4a_r3/result.json,atac,scientific,atacseq,atacseq,atacseq,differential_expression,small,numeric_tolerance,49,5103,True,4,atac_4a__r3
anthropic/claude-opus-4-6,pi,anthropic_claude-opus-4-6_pi,atac_5a,r1,1,anthropic/claude-opus-4-6,pi,True,1.0,2215.44,False,False,0,30.0,1.24658975,711335.0,.scratch/epi_outputs_updated/results/anthropic_claude-opus-4-6_pi/atac_5a__r1.json,latch://41999.account/epibench_runs/20260604_153920/anthropic_claude-opus-4-6_pi_2026_06_04_22_41_61ef/anthropic_claude-opus-4-6_pi_atac_5a_r1/result.json,atac,procedural,atacseq,atacseq,atacseq,qc,small,numeric_tolerance,56,8480,False,0,atac_5a__r1
anthropic/claude-opus-4-6,pi,anthropic_claude-opus-4-6_pi,atac_5a,r2,2,anthropic/claude-opus-4-6,pi,False,0.8888888888888888,2040.37,False,False,0,26.0,1.1595597500000001,550455.0,.scratch/epi_outputs_updated/results/anthropic_claude-opus-4-6_pi/atac_5a__r2.json,latch://41999.account/epibench_runs/20260604_153920/anthropic_claude-opus-4-6_pi_2026_06_04_22_41_61ef/anthropic_claude-opus-4-6_pi_atac_5a_r2/result.json,atac,procedural,atacseq,atacseq,atacseq,qc,small,numeric_tolerance,56,8480,False,0,atac_5a__r2
anthropic/claude-opus-4-6,pi,anthropic_claude-opus-4-6_pi,atac_5a,r3,3,anthropic/claude-opus-4-6,pi,False,0.8888888888888888,1333.24,False,False,0,31.0,1.1339735000000004,806539.0,.scratch/epi_outputs_updated/results/anthropic_claude-opus-4-6_pi/atac_5a__r3.json,latch://41999.account/epibench_runs/20260604_153920/anthropic_claude-opus-4-6_pi_2026_06_04_22_41_61ef/anthropic_claude-opus-4-6_pi_atac_5a_r3/result.json,atac,procedural,atacseq,atacseq,atacseq,qc,small,numeric_tolerance,56,8480,False,0,atac_5a__r3
anthropic/claude-opus-4-6,pi,anthropic_claude-opus-4-6_pi,atac_5c,r1,1,anthropic/claude-opus-4-6,pi,False,0.4444444444444444,1095.15,False,False,0,23.0,0.7445102500000002,258146.0,.scratch/epi_outputs_updated/results/anthropic_claude-opus-4-6_pi/atac_5c__r1.json,latch://41999.account/epibench_runs/20260604_153920/anthropic_claude-opus-4-6_pi_2026_06_04_22_41_61ef/anthropic_claude-opus-4-6_pi_atac_5c_r1/result.json,atac,procedural,atacseq,atacseq,atacseq,qc,small,numeric_tolerance,6,6396,True,1,atac_5c__r1
anthropic/claude-opus-4-6,pi,anthropic_claude-opus-4-6_pi,atac_5c,r2,2,anthropic/claude-opus-4-6,pi,False,0.4444444444444444,1145.21,False,False,0,21.0,0.9088422500000002,279227.0,.scratch/epi_outputs_updated/results/anthropic_claude-opus-4-6_pi/atac_5c__r2.json,latch://41999.account/epibench_runs/20260604_153920/anthropic_claude-opus-4-6_pi_2026_06_04_22_41_61ef/anthropic_claude-opus-4-6_pi_atac_5c_r2/result.json,atac,procedural,atacseq,atacseq,atacseq,qc,small,numeric_tolerance,6,6396,True,1,atac_5c__r2
anthropic/claude-opus-4-6,pi,anthropic_claude-opus-4-6_pi,atac_5c,r3,3,anthropic/claude-opus-4-6,pi,False,0.4444444444444444,1520.2,False,False,0,22.0,0.791153,252839.0,.scratch/epi_outputs_updated/results/anthropic_claude-opus-4-6_pi/atac_5c__r3.json,latch://41999.account/epibench_runs/20260605_093101_third_missing/anthropic_claude-opus-4-6_pi_third_missing_2026_06_05_16_31_8ed6/anthropic_claude-opus-4-6_pi_atac_5c_r3/result.json,atac,procedural,atacseq,atacseq,atacseq,qc,small,numeric_tolerance,6,6396,True,1,atac_5c__r3
anthropic/claude-opus-4-6,pi,anthropic_claude-opus-4-6_pi,atac_6b,r1,1,anthropic/claude-opus-4-6,pi,False,0.3333333333333333,401.08,False,False,0,22.0,0.5904682499999999,306146.0,.scratch/epi_outputs_updated/results/anthropic_claude-opus-4-6_pi/atac_6b__r1.json,latch://41999.account/epibench_runs/20260604_153920/anthropic_claude-opus-4-6_pi_2026_06_04_22_41_61ef/anthropic_claude-opus-4-6_pi_atac_6b_r1/result.json,atac,procedural,atacseq,atacseq,atacseq,dimensionality_reduction,small,numeric_tolerance,5,5077,True,8,atac_6b__r1
anthropic/claude-opus-4-6,pi,anthropic_claude-opus-4-6_pi,atac_6b,r2,2,anthropic/claude-opus-4-6,pi,False,0.6666666666666666,380.21,False,False,0,19.0,0.63106075,271845.0,.scratch/epi_outputs_updated/results/anthropic_claude-opus-4-6_pi/atac_6b__r2.json,latch://41999.account/epibench_runs/20260604_153920/anthropic_claude-opus-4-6_pi_2026_06_04_22_41_61ef/anthropic_claude-opus-4-6_pi_atac_6b_r2/result.json,atac,procedural,atacseq,atacseq,atacseq,dimensionality_reduction,small,numeric_tolerance,5,5077,True,8,atac_6b__r2
anthropic/claude-opus-4-6,pi,anthropic_claude-opus-4-6_pi,atac_6b,r3,3,anthropic/claude-opus-4-6,pi,False,0.3333333333333333,326.07,False,False,0,18.0,0.5271002499999999,246574.0,.scratch/epi_outputs_updated/results/anthropic_claude-opus-4-6_pi/atac_6b__r3.json,latch://41999.account/epibench_runs/20260604_153920/anthropic_claude-opus-4-6_pi_2026_06_04_22_41_61ef/anthropic_claude-opus-4-6_pi_atac_6b_r3/result.json,atac,procedural,atacseq,atacseq,atacseq,dimensionality_reduction,small,numeric_tolerance,5,5077,True,8,atac_6b__r3
anthropic/claude-opus-4-6,pi,anthropic_claude-opus-4-6_pi,atac_7a,r1,1,anthropic/claude-opus-4-6,pi,False,0.8,481.11,False,False,0,18.0,0.44293025,190700.0,.scratch/epi_outputs_updated/results/anthropic_claude-opus-4-6_pi/atac_7a__r1.json,latch://41999.account/epibench_runs/20260604_153920/anthropic_claude-opus-4-6_pi_2026_06_04_22_41_61ef/anthropic_claude-opus-4-6_pi_atac_7a_r1/result.json,atac,scientific,atacseq,atacseq,atacseq,differential_expression,small,numeric_tolerance,9,4103,True,5,atac_7a__r1
anthropic/claude-opus-4-6,pi,anthropic_claude-opus-4-6_pi,atac_7a,r2,2,anthropic/claude-opus-4-6,pi,False,0.3333333333333333,342.11,False,False,0,16.0,0.4856194999999999,218664.0,.scratch/epi_outputs_updated/results/anthropic_claude-opus-4-6_pi/atac_7a__r2.json,latch://41999.account/epibench_runs/20260604_153920/anthropic_claude-opus-4-6_pi_2026_06_04_22_41_61ef/anthropic_claude-opus-4-6_pi_atac_7a_r2/result.json,atac,scientific,atacseq,atacseq,atacseq,differential_expression,small,numeric_tolerance,9,4103,True,5,atac_7a__r2
anthropic/claude-opus-4-6,pi,anthropic_claude-opus-4-6_pi,atac_7a,r3,3,anthropic/claude-opus-4-6,pi,False,0.8,389.06,False,False,0,21.0,0.60370775,342228.0,.scratch/epi_outputs_updated/results/anthropic_claude-opus-4-6_pi/atac_7a__r3.json,latch://41999.account/epibench_runs/20260604_153920/anthropic_claude-opus-4-6_pi_2026_06_04_22_41_61ef/anthropic_claude-opus-4-6_pi_atac_7a_r3/result.json,atac,scientific,atacseq,atacseq,atacseq,differential_expression,small,numeric_tolerance,9,4103,True,5,atac_7a__r3
anthropic/claude-opus-4-6,pi,anthropic_claude-opus-4-6_pi,atac_7b,r1,1,anthropic/claude-opus-4-6,pi,False,0.25,747.69,False,False,0,22.0,0.5370982500000001,212375.0,.scratch/epi_outputs_updated/results/anthropic_claude-opus-4-6_pi/atac_7b__r1.json,latch://41999.account/epibench_runs/20260604_153920/anthropic_claude-opus-4-6_pi_2026_06_04_22_41_61ef/anthropic_claude-opus-4-6_pi_atac_7b_r1/result.json,atac,scientific,atacseq,atacseq,atacseq,differential_expression,small,numeric_tolerance,4,4561,True,3,atac_7b__r1
